KODE,NAMA,JENJANG,DAYA TAMPUNG 2024,PEMINAT 2023,JENIS PORTOFOLIO,PERGURUAN TINGGI
271001,PERANCANGAN JALAN DAN JEMBATAN,Sarjana Terapan,68,177,Tidak Ada,POLITEKNIK NEGERI SRIWIJAYA
271002,TEKNIK MESIN PRODUKSI DAN PERAWATAN,Sarjana Terapan,68,175,Tidak Ada,POLITEKNIK NEGERI SRIWIJAYA
271003,TEKNIK ELEKTRO,Sarjana Terapan,29,390,Tidak Ada,POLITEKNIK NEGERI SRIWIJAYA
271004,TEKNIK TELEKOMUNIKASI,Sarjana Terapan,29,118,Tidak Ada,POLITEKNIK NEGERI SRIWIJAYA
271005,TEKNIK ENERGI,Sarjana Terapan,58,93,Tidak Ada,POLITEKNIK NEGERI SRIWIJAYA
271006,TEKNOLOGI KIMIA INDUSTRI,Sarjana Terapan,58,99,Tidak Ada,POLITEKNIK NEGERI SRIWIJAYA
271007,TEKNOLOGI INFORMATIKA MULTIMEDIA DIGITAL,Sarjana Terapan,48,306,Tidak Ada,POLITEKNIK NEGERI SRIWIJAYA
271008,PERANCANGAN JALAN DAN JEMBATAN,Sarjana Terapan,20,5,Tidak Ada,POLITEKNIK NEGERI SRIWIJAYA
271009,TEKNIK MESIN PRODUKSI DAN PERAWATAN,Sarjana Terapan,10,37,Tidak Ada,POLITEKNIK NEGERI SRIWIJAYA
271010,TEKNOLOGI PRODUKSI TANAMAN PERKEBUNAN,Sarjana Terapan,20,42,Tidak Ada,POLITEKNIK NEGERI SRIWIJAYA
271011,MANAJEMEN INFORMATIKA,Sarjana Terapan,58,458,Tidak Ada,POLITEKNIK NEGERI SRIWIJAYA
271013,AKUNTANSI SEKTOR PUBLIK,Sarjana Terapan,68,319,Tidak Ada,POLITEKNIK NEGERI SRIWIJAYA
271015,USAHA PERJALANAN WISATA,Sarjana Terapan,29,126,Tidak Ada,POLITEKNIK NEGERI SRIWIJAYA
271016,MANAJEMEN BISNIS,Sarjana Terapan,48,727,Tidak Ada,POLITEKNIK NEGERI SRIWIJAYA
271017,AKUNTANSI SEKTOR PUBLIK,Sarjana Terapan,10,7,Tidak Ada,POLITEKNIK NEGERI SRIWIJAYA
271019,TEKNIK KOMPUTER,Diploma Tiga,77,353,Tidak Ada,POLITEKNIK NEGERI SRIWIJAYA
271020,TEKNIK ELEKTRONIKA,Diploma Tiga,58,121,Tidak Ada,POLITEKNIK NEGERI SRIWIJAYA
271021,TEKNIK KIMIA,Diploma Tiga,10,44,Tidak Ada,POLITEKNIK NEGERI SRIWIJAYA
271022,TEKNIK MESIN,Diploma Tiga,87,339,Tidak Ada,POLITEKNIK NEGERI SRIWIJAYA
271023,ADMINISTRASI BISNIS,Diploma Tiga,10,4,Tidak Ada,POLITEKNIK NEGERI SRIWIJAYA
271024,AKUNTANSI,Diploma Tiga,87,262,Tidak Ada,POLITEKNIK NEGERI SRIWIJAYA
271025,TEKNIK TELEKOMUNIKASI,Diploma Tiga,58,74,Tidak Ada,POLITEKNIK NEGERI SRIWIJAYA
271026,TEKNIK LISTRIK,Diploma Tiga,58,201,Tidak Ada,POLITEKNIK NEGERI SRIWIJAYA
271027,TEKNOLOGI PANGAN,Diploma Tiga,20,32,Tidak Ada,POLITEKNIK NEGERI SRIWIJAYA
271028,BAHASA INGGRIS,Diploma Tiga,48,93,Tidak Ada,POLITEKNIK NEGERI SRIWIJAYA
271029,MANAJEMEN INFORMATIKA,Diploma Tiga,77,232,Tidak Ada,POLITEKNIK NEGERI SRIWIJAYA
271030,TEKNIK SIPIL,Diploma Tiga,87,382,Tidak Ada,POLITEKNIK NEGERI SRIWIJAYA
281001,TEKNIK MESIN DAN MANUFAKTUR,Sarjana Terapan,24,67,Tidak Ada,POLITEKNIK MANUFAKTUR NEGERI BANGKA BELITUNG
281002,TEKNIK ELEKTRONIKA,Sarjana Terapan,24,59,Tidak Ada,POLITEKNIK MANUFAKTUR NEGERI BANGKA BELITUNG
281003,TEKNOLOGI REKAYASA PERANGKAT LUNAK,Sarjana Terapan,24,78,Tidak Ada,POLITEKNIK MANUFAKTUR NEGERI BANGKA BELITUNG
281007,TEKNOLOGI REKAYASA PERANCANGAN MANUFAKTUR,Sarjana Terapan,12,15,Tidak Ada,POLITEKNIK MANUFAKTUR NEGERI BANGKA BELITUNG
281004,TEKNIK PERAWATAN DAN PERBAIKAN MESIN,Diploma Tiga,24,49,Tidak Ada,POLITEKNIK MANUFAKTUR NEGERI BANGKA BELITUNG
281005,TEKNIK ELEKTRONIKA,Diploma Tiga,24,18,Tidak Ada,POLITEKNIK MANUFAKTUR NEGERI BANGKA BELITUNG
281006,TEKNIK PERANCANGAN MEKANIK,Diploma Tiga,24,20,Tidak Ada,POLITEKNIK MANUFAKTUR NEGERI BANGKA BELITUNG
291001,TEKNOLOGI PERBENIHAN,Sarjana Terapan,53,17,Tidak Ada,POLITEKNIK NEGERI LAMPUNG
291002,TEKNOLOGI PRODUKSI TANAMAN HORTIKULTURA,Sarjana Terapan,42,33,Tidak Ada,POLITEKNIK NEGERI LAMPUNG
291003,PRODUKSI DAN MANAJEMEN INDUSTRI PERKEBUNAN,Sarjana Terapan,56,45,Tidak Ada,POLITEKNIK NEGERI LAMPUNG
291004,TEKNOLOGI REKASAYA KIMIA INDUSTRI,Sarjana Terapan,42,15,Tidak Ada,POLITEKNIK NEGERI LAMPUNG
291005,TEKNOLOGI REKAYASA KONSTRUKSI JALAN DAN JEMBATAN,Sarjana Terapan,28,20,Tidak Ada,POLITEKNIK NEGERI LAMPUNG
291006,PENGEMBANGAN PRODUK AGRO INDUSTRI,Sarjana Terapan,53,14,Tidak Ada,POLITEKNIK NEGERI LAMPUNG
291007,TEKNOLOGI PRODUKSI TERNAK,Sarjana Terapan,53,48,Tidak Ada,POLITEKNIK NEGERI LAMPUNG
291008,TEKNOLOGI PEMBENIHAN IKAN,Sarjana Terapan,53,14,Tidak Ada,POLITEKNIK NEGERI LAMPUNG
291009,AGRIBISNIS PANGAN,Sarjana Terapan,56,49,Tidak Ada,POLITEKNIK NEGERI LAMPUNG
291010,PENGELOLAAN PERKEBUNAN KOPI,Sarjana Terapan,35,5,Tidak Ada,POLITEKNIK NEGERI LAMPUNG
291011,PENGELOLAAN AGRIBISNIS,Sarjana Terapan,56,47,Tidak Ada,POLITEKNIK NEGERI LAMPUNG
291012,AKUNTANSI PERPAJAKAN,Sarjana Terapan,56,179,Tidak Ada,POLITEKNIK NEGERI LAMPUNG
291014,PENGELOLAAN PERHOTELAN,Sarjana Terapan,53,46,Tidak Ada,POLITEKNIK NEGERI LAMPUNG
291015,AKUNTANSI BISNIS DIGITAL,Sarjana Terapan,56,87,Tidak Ada,POLITEKNIK NEGERI LAMPUNG
291029,TEKNOLOGI PAKAN TERNAK,Sarjana Terapan,28,15,Tidak Ada,POLITEKNIK NEGERI LAMPUNG
291030,TEKNOLOGI REKAYASA INTERNET,Sarjana Terapan,46,32,Tidak Ada,POLITEKNIK NEGERI LAMPUNG
291016,PERJALANAN WISATA,Diploma Tiga,56,41,Tidak Ada,POLITEKNIK NEGERI LAMPUNG
291017,TEKNOLOGI PANGAN,Diploma Tiga,42,26,Tidak Ada,POLITEKNIK NEGERI LAMPUNG
291018,TEKNIK SUMBER DAYA LAHAN DAN LINGKUNGAN,Diploma Tiga,35,16,Tidak Ada,POLITEKNIK NEGERI LAMPUNG
291020,MEKANISASI PERTANIAN,Diploma Tiga,35,23,Tidak Ada,POLITEKNIK NEGERI LAMPUNG
291022,PERIKANAN TANGKAP,Diploma Tiga,35,10,Tidak Ada,POLITEKNIK NEGERI LAMPUNG
291023,HORTIKULTURA,Diploma Tiga,53,13,Tidak Ada,POLITEKNIK NEGERI LAMPUNG
291024,MANAJEMEN INFORMATIKA,Diploma Tiga,56,83,Tidak Ada,POLITEKNIK NEGERI LAMPUNG
291025,PRODUKSI TANAMAN PERKEBUNAN,Diploma Tiga,70,20,Tidak Ada,POLITEKNIK NEGERI LAMPUNG
291026,BUDIDAYA PERIKANAN,Diploma Tiga,52,21,Tidak Ada,POLITEKNIK NEGERI LAMPUNG
421001,TEKNIK KONSTRUKSI GEDUNG,Sarjana Terapan,36,269,Tidak Ada,POLITEKNIK NEGERI JAKARTA
421002,TEKNIK PERANCANGAN JALAN DAN JEMBATAN,Sarjana Terapan,24,168,Tidak Ada,POLITEKNIK NEGERI JAKARTA
421003,TEKNOLOGI REKAYASA MANUFAKTUR,Sarjana Terapan,24,108,Tidak Ada,POLITEKNIK NEGERI JAKARTA
421004,TEKNOLOGI REKAYASA PEMBANGKIT ENERGI,Sarjana Terapan,24,84,Tidak Ada,POLITEKNIK NEGERI JAKARTA
421005,TEKNIK OTOMASI LISTRIK INDUSTRI,Sarjana Terapan,20,167,Tidak Ada,POLITEKNIK NEGERI JAKARTA
421006,INSTRUMENTASI DAN KONTROL INDUSTRI,Sarjana Terapan,20,99,Tidak Ada,POLITEKNIK NEGERI JAKARTA
421007,BROADBAND MULTIMEDIA,Sarjana Terapan,20,113,Tidak Ada,POLITEKNIK NEGERI JAKARTA
421008,TEKNIK INFORMATIKA,Sarjana Terapan,36,1262,Tidak Ada,POLITEKNIK NEGERI JAKARTA
421009,TEKNIK MULTIMEDIA DAN JARINGAN,Sarjana Terapan,36,282,Tidak Ada,POLITEKNIK NEGERI JAKARTA
421010,TEKNIK MULTIMEDIA DIGITAL,Sarjana Terapan,36,427,Tidak Ada,POLITEKNIK NEGERI JAKARTA
421011,DESAIN GRAFIS,Sarjana Terapan,33,760,Tidak Ada,POLITEKNIK NEGERI JAKARTA
421012,TEKNOLOGI INDUSTRI CETAK KEMASAN,Sarjana Terapan,33,125,Tidak Ada,POLITEKNIK NEGERI JAKARTA
421014,MANUFAKTUR,Sarjana Terapan,12,11,Tidak Ada,POLITEKNIK NEGERI JAKARTA
421015,TEKNOLOGI REKAYASA KONVERSI ENERGI,Sarjana Terapan,29,75,Tidak Ada,POLITEKNIK NEGERI JAKARTA
421016,TEKNOLOGI REKAYASA PEMELIHARAAN ALAT BERAT,Sarjana Terapan,20,168,Tidak Ada,POLITEKNIK NEGERI JAKARTA
421017,AKUNTANSI KEUANGAN,Sarjana Terapan,24,485,Tidak Ada,POLITEKNIK NEGERI JAKARTA
421018,KEUANGAN DAN PERBANKAN,Sarjana Terapan,24,316,Tidak Ada,POLITEKNIK NEGERI JAKARTA
421019,KEUANGAN DAN PEBANKAN SYARIAH,Sarjana Terapan,24,218,Tidak Ada,POLITEKNIK NEGERI JAKARTA
421020,MANAJEMEN KEUANGAN,Sarjana Terapan,24,427,Tidak Ada,POLITEKNIK NEGERI JAKARTA
421021,"USAHA JASA KONVENSI, PERJALANAN INSENTIF DAN PAMERAN",Sarjana Terapan,48,448,Tidak Ada,POLITEKNIK NEGERI JAKARTA
421022,ADMINISTRASI BISNIS TERAPAN,Sarjana Terapan,48,725,Tidak Ada,POLITEKNIK NEGERI JAKARTA
421023,BAHASA INGGRIS UNTUK KOMUNIKASI BISNIS DAN PROFESIONAL,Sarjana Terapan,36,332,Tidak Ada,POLITEKNIK NEGERI JAKARTA
421024,"USAHA JASA KONVENSI, PERJALANAN INSENTIF, DAN PAMERAN",Sarjana Terapan,24,27,Tidak Ada,POLITEKNIK NEGERI JAKARTA
421025,ADMINISTRASI BISNIS,Diploma Tiga,48,419,Tidak Ada,POLITEKNIK NEGERI JAKARTA
421026,TEKNIK MESIN,Diploma Tiga,12,2,Tidak Ada,POLITEKNIK NEGERI JAKARTA
421028,ELEKTRONIKA INDUSTRI,Diploma Tiga,39,100,Tidak Ada,POLITEKNIK NEGERI JAKARTA
421029,PENERBITAN,Diploma Tiga,54,102,Tidak Ada,POLITEKNIK NEGERI JAKARTA
421032,KONSTRUKSI GEDUNG,Diploma Tiga,24,47,Tidak Ada,POLITEKNIK NEGERI JAKARTA
421033,TEKNIK TELEKOMUNIKASI,Diploma Tiga,39,98,Tidak Ada,POLITEKNIK NEGERI JAKARTA
421034,TEKNIK LISTRIK,Diploma Tiga,39,123,Tidak Ada,POLITEKNIK NEGERI JAKARTA
421035,KEUANGAN DAN PERBANKAN,Diploma Tiga,24,126,Tidak Ada,POLITEKNIK NEGERI JAKARTA
421036,AKUNTANSI,Diploma Tiga,24,251,Tidak Ada,POLITEKNIK NEGERI JAKARTA
421039,KONSTRUKSI SIPIL,Diploma Tiga,36,176,Tidak Ada,POLITEKNIK NEGERI JAKARTA
422001,TEKNOLOGI REKAYASA MULTIMEDIA,Sarjana Terapan,80,285,Tidak Ada,POLITEKNIK NEGERI MEDIA KREATIF
422002,TEKNOLOGI PERMAINAN,Sarjana Terapan,48,106,Tidak Ada,POLITEKNIK NEGERI MEDIA KREATIF
422003,DESAIN MODE,Sarjana Terapan,32,44,"Seni Rupa, Desain, dan Kriya",POLITEKNIK NEGERI MEDIA KREATIF
422004,PENGELOLAAN PERHOTELAN,Sarjana Terapan,48,130,Tidak Ada,POLITEKNIK NEGERI MEDIA KREATIF
422005,ANIMASI,Sarjana Terapan,64,119,"Seni Rupa, Desain, dan Kriya",POLITEKNIK NEGERI MEDIA KREATIF
422019,FILM DAN TELEVISI,Sarjana Terapan,48,124,Film dan Televisi,POLITEKNIK NEGERI MEDIA KREATIF
422006,TEKNIK GRAFIKA,Diploma Tiga,16,5,Tidak Ada,POLITEKNIK NEGERI MEDIA KREATIF
422007,PENYIARAN,Diploma Tiga,80,210,Tidak Ada,POLITEKNIK NEGERI MEDIA KREATIF
422008,DESAIN GRAFIS,Diploma Tiga,48,47,Tidak Ada,POLITEKNIK NEGERI MEDIA KREATIF
422009,FOTOGRAFI,Diploma Tiga,48,32,Tidak Ada,POLITEKNIK NEGERI MEDIA KREATIF
422010,PEMELIHARAAN MESIN,Diploma Tiga,16,15,Tidak Ada,POLITEKNIK NEGERI MEDIA KREATIF
422012,PENERBITAN,Diploma Tiga,48,60,Tidak Ada,POLITEKNIK NEGERI MEDIA KREATIF
422016,SENI KULINER,Diploma Tiga,32,128,Tidak Ada,POLITEKNIK NEGERI MEDIA KREATIF
422017,PERIKLANAN,Diploma Tiga,64,199,Tidak Ada,POLITEKNIK NEGERI MEDIA KREATIF
431001,TEKNIK PERANCANGAN JALAN DAN JEMBATAN,Sarjana Terapan,32,319,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431002,TEKNIK PERAWATAN DAN PERBAIKAN GEDUNG,Sarjana Terapan,32,197,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431003,TEKNIK PERANCANGAN DAN KONSTRUKSI MESIN,Sarjana Terapan,32,292,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431004,PROSES MANUFAKTUR,Sarjana Terapan,32,127,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431005,TEKNIK PENDINGIN DAN TATA UDARA,Sarjana Terapan,16,150,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431006,TEKNOLOGI PEMBANGKIT TENAGA LISTRIK,Sarjana Terapan,48,154,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431007,TEKNIK KONSERVASI ENERGI,Sarjana Terapan,32,128,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431008,TEKNIK ELEKTRONIKA,Sarjana Terapan,32,332,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431009,TEKNIK OTOMASI INDUSTRI,Sarjana Terapan,32,187,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431010,TEKNIK KIMIA PRODUKSI BERSIH,Sarjana Terapan,32,170,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431011,TEKNIK INFORMATIKA,Sarjana Terapan,32,1204,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431012,TEKNIK TELEKOMUNIKASI NIRKABEL,Sarjana Terapan,48,203,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431013,KEUANGAN SYARIAH,Sarjana Terapan,48,321,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431014,AKUNTANSI MANAGEMEN PEMERINTAHAN,Sarjana Terapan,32,333,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431015,AKUNTANSI,Sarjana Terapan,32,578,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431016,ADMINISTRASI BISNIS,Sarjana Terapan,32,645,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431017,MANAJEMEN ASET,Sarjana Terapan,48,481,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431018,MANAJEMEN PEMASARAN,Sarjana Terapan,32,311,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431019,TEKNIK PENDINGIN DAN TATA UDARA,Diploma Tiga,32,71,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431020,TEKNIK KONSTRUKSI SIPIL,Diploma Tiga,48,459,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431021,MANAJEMEN PEMASARAN,Diploma Tiga,32,190,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431022,TEKNIK KONSTRUKSI GEDUNG,Diploma Tiga,32,85,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431023,TEKNIK AERONAUTIKA,Diploma Tiga,38,192,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431024,KEUANGAN DAN PERBANKAN,Diploma Tiga,32,220,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431025,TEKNIK INFORMATIKA,Diploma Tiga,48,613,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431026,ADMINISTRASI BISNIS,Diploma Tiga,32,353,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431027,TEKNIK MESIN,Diploma Tiga,32,498,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431028,AKUNTANSI,Diploma Tiga,32,290,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431029,ANALIS KIMIA,Diploma Tiga,32,177,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431030,TEKNIK KONVERSI ENERGI,Diploma Tiga,32,85,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431031,BAHASA INGGRIS,Diploma Tiga,48,201,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431032,USAHA PERJALANAN WISATA,Diploma Tiga,32,210,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431033,TEKNIK KIMIA,Diploma Tiga,64,231,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431034,TEKNIK TELEKOMUNIKASI,Diploma Tiga,32,122,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431035,TEKNIK ELEKTRONIKA,Diploma Tiga,32,140,Tidak Ada,POLITEKNIK NEGERI BANDUNG
431036,TEKNIK LISTRIK,Diploma Tiga,32,131,Tidak Ada,POLITEKNIK NEGERI BANDUNG
432001,TEKNOLOGI REKAYASA MANUFAKTUR,Sarjana Terapan,20,119,Tidak Ada,POLITEKNIK MANUFAKTUR BANDUNG
432002,TEKNOLOGI REKAYASA PERANCANGAN MANUFAKTUR,Sarjana Terapan,20,78,Tidak Ada,POLITEKNIK MANUFAKTUR BANDUNG
432003,TEKNOLOGI REKAYASA OTOMASI,Sarjana Terapan,39,121,Tidak Ada,POLITEKNIK MANUFAKTUR BANDUNG
432004,TEKNOLOGI REKAYASA MATERIAL MAJU,Sarjana Terapan,10,31,Tidak Ada,POLITEKNIK MANUFAKTUR BANDUNG
432005,REKAYASA PERANCANGAN MEKANIK,Sarjana Terapan,20,49,Tidak Ada,POLITEKNIK MANUFAKTUR BANDUNG
432006,TEKNOLOGI REKAYASA MEKATRONIKA,Sarjana Terapan,39,159,Tidak Ada,POLITEKNIK MANUFAKTUR BANDUNG
432014,MANAJEMEN TEKNOLOGI REKAYASA,Sarjana Terapan,26,58,Tidak Ada,POLITEKNIK MANUFAKTUR BANDUNG
432015,TEKNOLOGI REKAYASA INFORMATIKA INDUSTRI,Sarjana Terapan,39,155,Tidak Ada,POLITEKNIK MANUFAKTUR BANDUNG
432007,PEMELIHARAAN MESIN,Diploma Tiga,20,104,Tidak Ada,POLITEKNIK MANUFAKTUR BANDUNG
432008,TEKNOLOGI MANUFAKTUR,Diploma Tiga,20,103,Tidak Ada,POLITEKNIK MANUFAKTUR BANDUNG
432010,TEKNOLOGI PEMBUATAN PERKAKAS PRESISI,Diploma Tiga,20,29,Tidak Ada,POLITEKNIK MANUFAKTUR BANDUNG
432011,TEKNOLOGI PERANCANGAN PERKAKAS PRESISI,Diploma Tiga,20,23,Tidak Ada,POLITEKNIK MANUFAKTUR BANDUNG
432012,TEKNOLOGI PENGECORAN LOGAM,Diploma Tiga,20,68,Tidak Ada,POLITEKNIK MANUFAKTUR BANDUNG
433001,PERANCANGAN MANUFAKTUR,Sarjana Terapan,48,60,Tidak Ada,POLITEKNIK NEGERI INDRAMAYU
433002,TEKNOLOGI REKAYASA PERANGKAT LUNAK,Sarjana Terapan,48,116,Tidak Ada,POLITEKNIK NEGERI INDRAMAYU
433007,SISTEM INFORMASI KOTA CERDAS,Sarjana Terapan,48,56,Tidak Ada,POLITEKNIK NEGERI INDRAMAYU
433008,TEKNOLOGI REKAYASA INSTRUMENTASI DAN KONTROL,Sarjana Terapan,48,32,Tidak Ada,POLITEKNIK NEGERI INDRAMAYU
433003,KEPERAWATAN,Diploma Tiga,48,211,Tidak Ada,POLITEKNIK NEGERI INDRAMAYU
433004,TEKNIK MESIN,Diploma Tiga,48,123,Tidak Ada,POLITEKNIK NEGERI INDRAMAYU
433005,TEKNIK INFORMATIKA,Diploma Tiga,48,188,Tidak Ada,POLITEKNIK NEGERI INDRAMAYU
433006,TEKNIK PENDINGIN DAN TATA UDARA,Diploma Tiga,48,52,Tidak Ada,POLITEKNIK NEGERI INDRAMAYU
434005,TEKNOLOGI REKAYASA PERANGKAT LUNAK,Sarjana Terapan,26,42,Tidak Ada,POLITEKNIK NEGERI SUBANG
434006,TEKNOLOGI REKAYASA MANUFAKTUR,Sarjana Terapan,13,12,Tidak Ada,POLITEKNIK NEGERI SUBANG
434007,TEKNOLOGI PRODUKSI TANAMAN PANGAN,Sarjana Terapan,13,27,Tidak Ada,POLITEKNIK NEGERI SUBANG
434001,AGROINDUSTRI,Diploma Tiga,26,57,Tidak Ada,POLITEKNIK NEGERI SUBANG
434002,PEMELIHARAAN MESIN,Diploma Tiga,26,21,Tidak Ada,POLITEKNIK NEGERI SUBANG
434003,SISTEM INFORMASI,Diploma Tiga,26,83,Tidak Ada,POLITEKNIK NEGERI SUBANG
434004,KEPERAWATAN,Diploma Tiga,52,189,Tidak Ada,POLITEKNIK NEGERI SUBANG
452001,TEKNIK PERAWATAN DAN PERBAIKAN GEDUNG,Sarjana Terapan,35,160,Tidak Ada,POLITEKNIK NEGERI SEMARANG
452002,PERANCANGAN JALAN DAN JEMBATAN,Sarjana Terapan,24,135,Tidak Ada,POLITEKNIK NEGERI SEMARANG
452003,TEKNIK MESIN PRODUKSI DAN PERAWATAN,Sarjana Terapan,33,179,Tidak Ada,POLITEKNIK NEGERI SEMARANG
452004,TEKNOLOGI REKAYASA PEMBANGKIT ENERGI,Sarjana Terapan,33,52,Tidak Ada,POLITEKNIK NEGERI SEMARANG
452005,TEKNIK TELEKOMUNIKASI,Sarjana Terapan,54,177,Tidak Ada,POLITEKNIK NEGERI SEMARANG
452006,TEKNOLOGI REKAYASA INSTALASI LISTRIK,Sarjana Terapan,33,80,Tidak Ada,POLITEKNIK NEGERI SEMARANG
452007,TEKNOLOGI REKAYASA KOMPUTER,Sarjana Terapan,35,194,Tidak Ada,POLITEKNIK NEGERI SEMARANG
452008,KOMPUTERISASI AKUNTANSI,Sarjana Terapan,54,244,Tidak Ada,POLITEKNIK NEGERI SEMARANG
452009,TEKNOLOGI REKAYASA ELEKTRONIKA,Sarjana Terapan,47,122,Tidak Ada,POLITEKNIK NEGERI SEMARANG
452010,PERBANKAN SYARIAH,Sarjana Terapan,54,127,Tidak Ada,POLITEKNIK NEGERI SEMARANG
452011,ANALISIS KEUANGAN,Sarjana Terapan,54,211,Tidak Ada,POLITEKNIK NEGERI SEMARANG
452012,AKUNTANSI MANAJERIAL,Sarjana Terapan,54,162,Tidak Ada,POLITEKNIK NEGERI SEMARANG
452013,MANAJEMEN BISNIS INTERNASIONAL,Sarjana Terapan,54,310,Tidak Ada,POLITEKNIK NEGERI SEMARANG
452014,ADMINISTRASI BISNIS TERAPAN,Sarjana Terapan,54,278,Tidak Ada,POLITEKNIK NEGERI SEMARANG
452015,MANAJEMEN PEMASARAN,Diploma Tiga,54,174,Tidak Ada,POLITEKNIK NEGERI SEMARANG
452016,ADMINISTRASI BISNIS,Diploma Tiga,54,265,Tidak Ada,POLITEKNIK NEGERI SEMARANG
452017,TEKNIK INFORMATIKA,Diploma Tiga,47,358,Tidak Ada,POLITEKNIK NEGERI SEMARANG
452018,KEUANGAN DAN PERBANKAN,Diploma Tiga,54,131,Tidak Ada,POLITEKNIK NEGERI SEMARANG
452019,TEKNIK MESIN,Diploma Tiga,87,341,Tidak Ada,POLITEKNIK NEGERI SEMARANG
452020,TEKNIK LISTRIK,Diploma Tiga,44,111,Tidak Ada,POLITEKNIK NEGERI SEMARANG
452021,KONSTRUKSI SIPIL,Diploma Tiga,47,222,Tidak Ada,POLITEKNIK NEGERI SEMARANG
452022,TEKNIK KONVERSI ENERGI,Diploma Tiga,54,34,Tidak Ada,POLITEKNIK NEGERI SEMARANG
452023,AKUNTANSI,Diploma Tiga,81,252,Tidak Ada,POLITEKNIK NEGERI SEMARANG
452024,TEKNIK ELEKTRONIKA,Diploma Tiga,47,121,Tidak Ada,POLITEKNIK NEGERI SEMARANG
452025,TEKNIK TELEKOMUNIKASI,Diploma Tiga,44,47,Tidak Ada,POLITEKNIK NEGERI SEMARANG
452026,KONSTRUKSI GEDUNG,Diploma Tiga,47,104,Tidak Ada,POLITEKNIK NEGERI SEMARANG
453001,TEKNIK PENGENDALIAN PENCEMARAN LINGKUNGAN,Sarjana Terapan,52,94,Tidak Ada,POLITEKNIK NEGERI CILACAP
453002,PENGEMBANGAN PRODUK AGROINDUSTRI,Sarjana Terapan,39,45,Tidak Ada,POLITEKNIK NEGERI CILACAP
453007,REKAYASA KEAMANAN SIBER,Sarjana Terapan,39,57,Tidak Ada,POLITEKNIK NEGERI CILACAP
453008,AKUNTANSI LEMBAGA KEUANGAN SYARIAH,Sarjana Terapan,39,60,Tidak Ada,POLITEKNIK NEGERI CILACAP
453009,TEKNOLOGI REKAYASA MEKATRONIKA,Sarjana Terapan,20,13,Tidak Ada,POLITEKNIK NEGERI CILACAP
453010,TEKNOLOGI REKAYASA MULTIMEDIA,Sarjana Terapan,39,55,Tidak Ada,POLITEKNIK NEGERI CILACAP
453003,TEKNIK LISTRIK,Diploma Tiga,29,38,Tidak Ada,POLITEKNIK NEGERI CILACAP
453004,TEKNIK INFORMATIKA,Diploma Tiga,52,150,Tidak Ada,POLITEKNIK NEGERI CILACAP
453005,TEKNIK ELEKTRONIKA,Diploma Tiga,29,53,Tidak Ada,POLITEKNIK NEGERI CILACAP
453006,TEKNIK MESIN,Diploma Tiga,39,108,Tidak Ada,POLITEKNIK NEGERI CILACAP
471001,AGRIBISNIS,Sarjana Terapan,60,164,Tidak Ada,POLITEKNIK NEGERI BANYUWANGI
471002,TEKNOLOGI PENGOLAHAN HASIL TERNAK,Sarjana Terapan,48,53,Tidak Ada,POLITEKNIK NEGERI BANYUWANGI
471003,TEKNIK MANUFAKTUR KAPAL,Sarjana Terapan,24,29,Tidak Ada,POLITEKNIK NEGERI BANYUWANGI
471004,MANAJEMEN BISNIS PARIWISATA,Sarjana Terapan,60,210,Tidak Ada,POLITEKNIK NEGERI BANYUWANGI
471005,TEKNOLOGI REKAYASA MANUFAKTUR,Sarjana Terapan,48,30,Tidak Ada,POLITEKNIK NEGERI BANYUWANGI
