NAMA,PEMINAT 2023,Description,Mata Kuliah,Matematika,Sains,Fisika,Sosiologi,Biologi,Kimia,Teknologi,Bisnis dan Ekonomi,Seni,Sastra dan Linguistik,Pendidikan,Lingkungan,Kesehatan,Geografi,Komunikasi,Sejarah dan Filsafat,Hukum,highest
PENDIDIKAN TEKNIK ELEKTRO,803," Pendidikan Teknik Elektro merupakan program studi yang mempelajari tentang sistem dan teknologi dalam bidang elektronika, kelistrikan, dan teknologi informasi. Jurusan ini mengkombinasikan ilmu teknik dengan keahlian pedagogi untuk mendidik calon guru teknik elektro. Mahasiswa akan mempelajari berbagai mata kuliah seperti dasar-dasar teknik elektro, sistem kontrol, pemrograman mikrokontroler, dan teknologi informasi. Selain itu, mahasiswa juga akan mendapatkan keterampilan dalam merancang, mengembangkan, dan mengelola sistem elektronika serta memahami prinsip-prinsip pendidikan yang diperlukan dalam mengajar subjek teknik elektro. Setelah lulus, lulusan jurusan Pendidikan Teknik Elektro dapat bekerja sebagai guru teknik elektro di sekolah menengah, lembaga pelatihan teknis, atau menjadi instruktur dalam industri teknologi.","1. Sistem Kelistrikan
2. Elektronika Dasar
3. Pemrograman Mikrokontroler
4. Komunikasi Data dan Jaringan
5. Pengukuran dan Instrumentasi Elektronik
6. Robotika
7. Sistem Kontrol
8. Teknik Tenaga Listrik
9. Otomasi Industri
10. Pemodelan dan Simulasi Sistem Elektronik",0.4,0.3,0.4,0.1,0.2,0.1,0.9,0.1,0.1,0.1,0.5,0.2,0.2,0.1,0.3,0.2,0.2,8
PENDIDIKAN KHUSUS,787,"Pendidikan Khusus adalah sebuah jurusan kuliah yang berfokus pada pendidikan untuk individu dengan kebutuhan khusus, seperti anak-anak dengan gangguan belajar, autisme, tunarungu, tunanetra, dan lain sebagainya. Mahasiswa jurusan ini akan belajar tentang strategi dan metode dalam mendidik individu dengan kebutuhan khusus agar dapat mencapai potensi maksimalnya. Mereka akan mempelajari teori-teori tentang perkembangan anak, pendekatan pembelajaran yang efektif, Identifikasi kebutuhan khusus individu, serta penanganan masalah perilaku. Selain itu, mahasiswa juga akan dilatih dalam penelitian dan praktek lapangan untuk mengembangkan keterampilan dalam memberikan pendidikan inklusif dan penuh empati kepada individu dengan kebutuhan khusus. Kesempatan karir bagi lulusan jurusan Pendidikan Khusus termasuk menjadi guru khusus, terapis, konselor pendidikan, atau ahli pendidikan inklusif.","1. Pendidikan Anak Berkebutuhan Khusus
2. Psikologi Pendidikan
3. Metode Pengajaran Khusus
4. Penelitian Pendidikan Khusus
5. Pendidikan Inklusif
6. Teknologi Pendidikan Khusus
7. Konseling Pendidikan Khusus
8. Evaluasi Pendidikan Khusus
9. Komunikasi Pendidikan Khusus
10. Administrasi Pendidikan Khusus",0.2,0.2,0.1,0.35,0.2,0.1,0.5,0.1,0.1,0.1,0.8,0.2,0.4,0.1,0.6,0.2,0.2,11
TEKNOLOGI RADIOLOGI PENCITRAAN,784," Teknologi Radiologi Pencitraan adalah sebuah jurusan kuliah yang berfokus pada pengembangan teknik imaging medis yang digunakan dalam dunia kedokteran. Para mahasiswa jurusan ini akan mempelajari berbagai teknologi pencitraan seperti sinar-X, CT scan, MRI, dan ultrasonografi, serta cara kerja dan aplikasi dari teknologi-teknologi tersebut dalam diagnosis dan pengobatan penyakit. Mereka juga akan belajar tentang prinsip dasar radiasi, keamanan radiasi, serta etika dan regulasi dalam penggunaan teknologi radiologi. Jurusan ini juga membekali mahasiswa dengan keterampilan teknis dan kemampuan analisis yang diperlukan untuk bekerja dalam berbagai setting kesehatan, termasuk rumah sakit, pusat medis, dan klinik. Dengan perkembangan teknologi yang cepat dalam bidang ini, lulusan Teknologi Radiologi Pencitraan diharapkan dapat menjadi ahli yang kompeten dan membantu dalam peningkatan layanan kesehatan masyarakat.","1. Anatomi dan Fisiologi Tubuh Manusia
2. Dasar-dasar Radiologi
3. Teknik Pencitraan Radiologi
4. Fisika Radiologi
5. Radiobiologi
6. Proteksi Radiasi
7. Evaluasi Kualitas Radiografi
8. Pemeriksaan Radiologi Gigi
9. Kedokteran Nuklir
10. Radiologi Diagnostik",0.6,0.6,0.6,0.1,0.4,0.1,0.2,0.2,0.1,0.0,0.7,0.3,0.6,0.1,0.3,0.2,0.1,11
FAKULTAS TEKNIK PERTAMBANGAN DAN PERMINYAKAN - KAMPUS CIREBON (FTTM-C),781,"Jurusan Teknik Pertambangan dan Perminyakan merupakan program studi yang fokus pada pengembangan dan penerapan teknologi dalam eksplorasi, eksploitasi, dan pengelolaan sumber daya alam minyak dan gas bumi serta mineral. Mahasiswa jurusan ini akan mempelajari berbagai aspek teknik pertambangan seperti pengeboran, penambangan, dan pengolahan sumber daya alam. Mereka juga akan mempelajari teknologi terbaru dalam eksplorasi dan pengolahan minyak serta gas bumi. Jurusan ini menawarkan peluang karir yang luas di berbagai industri seperti migas, pertambangan, dan energi, serta memberikan kesempatan bagi mahasiswa untuk berkembang dalam bidang yang berkaitan dengan sumber daya alam.","1. Geologi Teknik
2. Mekanika Batuan
3. Teknologi Pengeboran
4. Rekayasa Reservoir
5. Geofisika
6. Teknik Perminyakan
7. Manajemen Sumber Daya Alam
8. Teknik Tambang
9. Petrologi
10. Geoteknik",0.6,0.6,0.2,0.1,0.2,0.1,0.0,0.2,0.2,0.1,0.3,0.2,0.1,0.4,0.2,0.1,0.2,1
PEND. SEJARAH,780,"Sejarah adalah studi tentang masa lalu yang melibatkan penelitian, analisis, dan interpretasi berbagai peristiwa dan fenomena sejarah. Jurusan kuliah Sejarah memungkinkan mahasiswa untuk mempelajari berbagai periode sejarah, budaya, peradaban, politik, dan sosial manusia dari berbagai sudut pandang. Mahasiswa akan diajarkan keterampilan seperti penelitian arsip, analisis sumber, penulisan sejarah, dan kritis berpikir tentang fakta-fakta sejarah.

Dengan mempelajari Sejarah di perguruan tinggi, mahasiswa akan mendapatkan pemahaman yang mendalam tentang perkembangan dan perubahan dalam masyarakat serta dampaknya terhadap dunia saat ini. Jurusan kuliah Sejarah juga membuka peluang karir yang luas, mulai dari akademisi, peneliti, arsiparis, konservator sejarah, hingga pejabat publik dan pengamat politik. Sebuah gelar dalam bidang Sejarah dapat membantu mahasiswa mengembangkan keterampilan analitis, pemecahan masalah, dan pemahaman beragam perspektif yang sangat berharga di berbagai bidang pekerjaan.","1. Pendidikan Sejarah
2. Sejarah Peradaban
3. Sejarah Indonesia
4. Sejarah Asia Tenggara
5. Sejarah Arkeologi
6. Sejarah Kebudayaan
7. Sejarah Politik
8. Sejarah Ekonomi
9. Sejarah Perjuangan Bangsa
10. Sejarah Dunia",0.2,0.2,0.1,0.3,0.1,0.1,0.0,0.1,0.2,0.3,0.2,0.2,0.1,0.2,0.4,0.9,0.3,17
PENDIDIKAN INFORMATIKA,766," Jurusan Pendidikan Informatika adalah salah satu jurusan di perguruan tinggi yang menawarkan pendidikan mengenai teknologi informasi dan sistem komputer serta penerapannya dalam dunia pendidikan. Jurusan ini mengajarkan materi-materi seperti pemrograman komputer, desain web, basis data, jaringan komputer, serta aplikasi teknologi informasi di bidang pendidikan. Mahasiswa jurusan Pendidikan Informatika dapat mengembangkan keterampilan dalam mengajar menggunakan teknologi informasi, merancang sistem informasi pendidikan, dan mengelola teknologi informasi di lembaga pendidikan. Selain itu, lulusan jurusan ini memiliki peluang karir sebagai guru TIK, analis sistem informasi pendidikan, pengembang aplikasi e-learning, atau konsultan TI di bidang pendidikan.","1. Algoritma dan Pemrograman
2. Basis Data
3. Pemrograman Web
4. Jaringan Komputer
5. Sistem Operasi
6. Kecerdasan Buatan
7. Grafika Komputer
8. Keamanan Informasi
9. Analisis dan Desain Sistem Informasi
10. Teknologi Cloud Computing",0.5,0.2,0.2,0.1,0.1,0.1,0.8,0.3,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.2,0.3,8
KEPERAWATAN - KAMPUS SUMEDANG,765,"Jurusan Keperawatan adalah salah satu program studi di Kampus Sumedang yang secara khusus mempelajari tentang keahlian dan keterampilan dalam merawat individu yang membutuhkan perawatan kesehatan. Mahasiswa jurusan ini akan mempelajari berbagai aspek dalam bidang kesehatan, mulai dari pengetahuan dasar tentang anatomi dan fisiologi tubuh manusia, pengelolaan keperawatan, hingga teknik perawatan yang efektif dan aman. Selain itu, mahasiswa juga akan dilatih untuk memiliki keterampilan komunikasi yang baik untuk berinteraksi dengan pasien dan tim medis lainnya. Jurusan ini menawarkan peluang karir yang luas di berbagai bidang kesehatan, seperti rumah sakit, klinik, puskesmas, maupun lembaga kesehatan lainnya.","1. Anatomi
2. Fisiologi
3. Patologi
4. Farmakologi
5. Kesehatan Masyarakat
6. Asuhan Keperawatan
7. Komunikasi Terapeutik
8. Kebutuhan Dasar Manusia
9. Manajemen Keperawatan
10. Etika Keperawatan",0.35,0.4,0.1,0.4,0.5,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.9,0.2,0.6,0.2,0.2,14
BISNIS KREATIF,764,"Bisnis Kreatif adalah jurusan kuliah yang mengkombinasikan aspek bisnis dan kreativitas. Jurusan ini mengajarkan mahasiswa tentang bagaimana mengelola bisnis dengan cara yang inovatif dan kreatif, sehingga dapat menciptakan nilai tambah yang lebih besar. Mahasiswa akan mempelajari tentang strategi pemasaran, manajemen keuangan, teknologi digital, serta keterampilan desain dan seni kreatif.

Selain itu, jurusan ini juga mendorong mahasiswa untuk mengembangkan kreativitas dan inovasi dalam berbagai aspek bisnis, baik dalam pembuatan produk atau layanan, hingga dalam strategi pemasaran dan branding. Dengan demikian, lulusan jurusan Bisnis Kreatif diharapkan dapat menjadi pengusaha yang sukses dan mampu bersaing di era bisnis yang kompetitif dan berubah-ubah.","1. Manajemen Bisnis Kreatif
2. Pemasaran
3. Manajemen Strategi
4. Kreativitas dan Inovasi
5. Ekonomi Kreatif
6. Manajemen Proyek
7. Kewirausahaan
8. Desain Komunikasi Visual
9. Digital Marketing
10. Manajemen Produksi Multimedia",0.5,0.1,0.2,0.2,0.0,0.1,0.2,0.8,0.6,0.1,0.2,0.2,0.0,0.3,0.5,0.2,0.3,7
PENDIDIKAN TEKNOLOGI INFORMASI,758,"Jurusan kuliah Pendidikan Teknologi Informasi dapat dijelaskan sebagai program studi yang fokus pada pengembangan kemampuan individu dalam mengintegrasikan teknologi informasi dalam bidang pendidikan. Mahasiswa jurusan ini akan mempelajari berbagai konsep dan teknologi terkini dalam penggunaan teknologi informasi untuk mendukung proses pembelajaran dan pengajaran. Mereka juga akan belajar tentang desain pembelajaran berbasis teknologi informasi, pengelolaan sistem informasi pendidikan, serta strategi implementasi teknologi informasi di lingkungan pendidikan. Dengan demikian, lulusan jurusan Pendidikan Teknologi Informasi diharapkan mampu menjadi ahli pendidikan yang mampu mengoptimalkan pemanfaatan teknologi informasi dalam upaya meningkatkan kualitas pendidikan.","1. Pemrograman Dasar
2. Jaringan Komputer
3. Sistem Informasi Manajemen
4. Basis Data
5. Analisis dan Perancangan Sistem Informasi
6. Desain Interface Pengguna
7. Keamanan Sistem Informasi
8. E-Business
9. Sistem Operasi
10. Internet of Things (IoT)",0.6,0.3,0.2,0.1,0.1,0.1,0.8,0.7,0.3,0.1,0.6,0.2,0.3,0.1,0.4,0.2,0.3,8
ADMINISTRASI PERKANTORAN DIGITAL,751,"Jurusan kuliah Administrasi Perkantoran Digital mengajarkan mahasiswa untuk memahami dan mengelola berbagai proses administrasi kantor secara digital. Mahasiswa akan belajar tentang penggunaan software dan teknologi terbaru dalam mengelola data, mengatur jadwal, dan melakukan komunikasi bisnis secara efisien. Mereka juga akan mendapatkan pemahaman yang mendalam mengenai keamanan data dan perlindungan informasi dalam lingkungan digital. Selain itu, mahasiswa akan dilatih untuk memiliki kemampuan dalam problem solving, analisis data, dan kemampuan komunikasi yang baik untuk bisa sukses bekerja di berbagai bidang industri yang membutuhkan keahlian administrasi perkantoran digital.","1. Komunikasi Bisnis
2. Administrasi Perkantoran
3. E-Business
4. Sistem Informasi Manajemen
5. Manajemen Proyek
6. Pengantar Akuntansi
7. Perencanaan Strategis
8. Grafika Komputer
9. Manajemen Sumber Daya Manusia
10. Administrasi Jaringan Komputer",0.2,0.2,0.2,0.2,0.1,0.1,0.8,0.7,0.2,0.1,0.3,0.2,0.2,0.2,0.4,0.2,0.6,8
ANTROPOLOGI BUDAYA,744,"Antropologi Budaya adalah studi tentang manusia dan budaya-budaya yang berbeda di seluruh dunia. Jurusan ini mempelajari nilai-nilai, kepercayaan, tradisi, serta praktik-praktik sosial yang menjadi bagian dari masyarakat tertentu. Mahasiswa dalam jurusan Antropologi Budaya akan belajar tentang berbagai teori dan metode penelitian untuk memahami tradisi, struktur sosial, serta dinamika budaya yang berbeda di berbagai tempat. Mereka juga akan menganalisis dampak dari globalisasi, migrasi, teknologi, serta perubahan sosial lainnya terhadap budaya manusia. Selain itu, mereka juga akan belajar untuk menghargai keragaman budaya dan memahami pentingnya menjaga keberagaman tersebut untuk kesejahteraan manusia secara keseluruhan. Dengan demikian, Antropologi Budaya membantu mengembangkan pemahaman yang luas tentang manusia dan hubungannya dengan lingkungan serta masyarakat di sekitarnya.","1. Teori Antropologi
2. Etnografi
3. Metode Penelitian Kualitatif
4. Antropologi Visual
5. Teori Budaya
6. Antropologi Politik
7. Globalisasi dan Budaya
8. Antropologi Sosial
9. Antropologi Linguistik
10. Antropologi Ekonomi",0.3,0.3,0.1,0.4,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,4
EKONOMI AKUNTANSI,744,"Jurusan Ekonomi Akuntansi merupakan salah satu jurusan yang fokus pada studi tentang kegiatan ekonomi dan transaksi keuangan dalam suatu organisasi atau perusahaan. Para mahasiswa jurusan ini akan mempelajari tentang bagaimana mengelola keuangan secara efisien, menganalisis laporan keuangan, serta merencanakan strategi keuangan yang tepat untuk mencapai tujuan perusahaan. Mereka juga akan mempelajari prinsip akuntansi dasar, pajak, audit, dan berbagai aspek lain yang berkaitan dengan manajemen keuangan. Dengan demikian, lulusan jurusan Ekonomi Akuntansi akan memiliki pengetahuan dan keterampilan yang dibutuhkan untuk bekerja di berbagai bidang, seperti akuntansi, perbankan, konsultasi keuangan, dan lain sebagainya.","1. Akuntansi Keuangan
2. Akuntansi Manajemen
3. Teori Akuntansi
4. Analisis Laporan Keuangan
5. Perpajakan
6. Audit
7. Sistem Informasi Akuntansi
8. Akuntansi Biaya
9. Akuntansi Perbankan
10. Pengantar Ekonomi",0.7,0.1,0.1,0.2,0.1,0.0,0.3,0.6,0.1,0.1,0.3,0.0,0.1,0.2,0.2,0.1,0.2,1
PERENCANAAN WILAYAH DAN KOTA (PWK),743," Jurusan Perencanaan Wilayah dan Kota (PWK) merupakan salah satu jurusan yang mempelajari tentang perencanaan pembangunan wilayah dan kota dengan tujuan untuk menciptakan lingkungan yang teratur, terencana, dan berkelanjutan. Mahasiswa jurusan ini akan mempelajari berbagai konsep, teori, dan metode dalam perencanaan wilayah dan kota, serta praktik serta aplikasi yang terkait.

Selain itu, mahasiswa juga akan belajar tentang masalah-masalah sosial, ekonomi, budaya, dan lingkungan yang terkait dengan pembangunan wilayah dan kota. Mereka juga akan diajari untuk dapat melakukan analisis, perencanaan, dan evaluasi terhadap kebijakan dan program pembangunan wilayah dan kota.

Dengan demikian, jurusan Perencanaan Wilayah dan Kota (PWK) memiliki peran yang penting dalam menciptakan keseimbangan antara pembangunan yang berkesinambungan dengan menjaga lingkungan hidup serta memperhatikan kebutuhan sosial dan ekonomi masyarakat. Melalui program studi ini, diharapkan mahasiswa dapat menjadi profesional yang mampu memberikan kontribusi positif dalam perencanaan dan pengelolaan pembangunan wilayah dan kota di Indonesia.","1. Perencanaan Wilayah dan Kota
2. Pengantar Perencanaan
3. Teori Perencanaan Kota
4. Perkotaan dan Perdesaan
5. Transportasi dan Lalu Lintas
6. Perencanaan Kawasan Permukiman
7. Manajemen Perkotaan
8. Perencanaan Tata Ruang
9. Perencanaan Lingkungan
10. Kebijakan Perencanaan Wilayah dan Kota",0.2,0.1,0.1,0.2,0.0,0.1,0.1,0.2,0.3,0.0,0.3,0.4,0.1,0.3,0.1,0.3,0.2,13
ANIMASI,741,"Animasi adalah salah satu jurusan kuliah yang mengajarkan tentang pembuatan gambar bergerak atau visualisasi grafis yang digerakkan. Jurusan ini menyediakan pelatihan dalam berbagai teknik animasi, seperti animasi kartun, animasi 3D, animasi digital, maupun efek visual. Selain itu, mahasiswa juga akan belajar tentang konsep desain karakter, storyboard, pengeditan video, dan animasi interaktif. Jurusan animasi biasanya menarik bagi mereka yang memiliki minat dalam seni dan kreativitas, serta memiliki kemampuan dalam menggambar dan desain visual. Karir yang bisa diambil setelah lulus dari jurusan animasi antara lain animator, desainer animasi, ilustrator digital, dan pembuat efek visual.","1. Komunikasi Audio Visual
2. Desain Grafis
3. Produksi Film
4. Pemodelan 3D
5. Pengembangan Game
6. Sinematografi
7. Tata Rias dan Busana
8. Seni Animasi
9. Penyuntingan Video
10. Ilustrasi Digital",0.2,0.3,0.2,0.3,0.1,0.1,0.5,0.1,0.7,0.1,0.3,0.2,0.0,0.2,0.5,0.2,0.1,9
MANAJEMEN DAN KEBIJAKAN PUBLIK,740," Jurusan Manajemen dan Kebijakan Publik membahas tentang berbagai konsep, teori, dan praktek terkait manajemen organisasi dan kebijakan publik. Jurusan ini mengkombinasikan ilmu manajemen dengan ilmu kebijakan publik untuk menghasilkan pemimpin yang mampu mengelola organisasi secara efisien dan efektif dalam memenuhi kebutuhan masyarakat. Mahasiswa jurusan ini akan mempelajari cara merencanakan, mengorganisasi, memimpin, dan mengontrol organisasi baik di sektor publik maupun swasta. Mereka juga akan mempelajari tentang proses pengambilan keputusan yang berkaitan dengan kebijakan publik dan bagaimana menerapkannya dalam konteks sosial dan politik. Dengan demikian, lulusan jurusan Manajemen dan Kebijakan Publik diharapkan dapat menjadi agen perubahan dalam masyarakat melalui peran mereka sebagai pemimpin yang memiliki pemahaman yang mendalam tentang manajemen dan kebijakan publik.","1. Manajemen Sumber Daya Manusia
2. Kebijakan Publik
3. Etika Administrasi Publik
4. Pengelolaan Keuangan Publik
5. Kepemimpinan Organisasi Publik
6. Evaluasi Program dan Kebijakan Publik
7. Administrasi Negara
8. Analisis Kebijakan Publik
9. Manajemen Konflik dalam Organisasi Publik
10. Hukum Administrasi Negara",0.2,0.1,0.1,0.6,0.1,0.2,0.1,0.2,0.1,0.1,0.2,0.2,0.4,0.1,0.2,0.2,0.3,4
KESEHATAN LINGKUNGAN,739,"Jurusan kuliah tentang Kesehatan Lingkungan memiliki fokus pada memahami hubungan antara faktor lingkungan dengan kesehatan manusia. Mahasiswa dalam jurusan ini akan belajar tentang dampak dari polusi udara, air, tanah, suara, serta faktor-faktor lainnya terhadap kesehatan manusia. Mereka juga akan mempelajari tentang cara-cara untuk mencegah dan mengatasi masalah lingkungan yang berdampak negatif terhadap kesehatan masyarakat.

Selain itu, mahasiswa juga akan mempelajari tentang kebijakan-kebijakan yang berkaitan dengan kesehatan lingkungan, teknologi-teknologi terbaru dalam monitoring lingkungan, dan cara berpartisipasi dalam upaya menjaga lingkungan agar tetap sehat. Dengan memahami interaksi kompleks antara manusia dan lingkungan, lulusan dari jurusan ini diharapkan dapat menjadi tenaga ahli yang mampu memberikan solusi dan rekomendasi untuk menjaga kesehatan manusia dan lingkungan secara keseluruhan.","1. Kesehatan Lingkungan
2. Toksikologi Lingkungan
3. Epidemiologi Lingkungan
4. Sanitasi Lingkungan
5. Biologi Lingkungan
6. Kimia Lingkungan
7. Hidrologi Lingkungan
8. Pencemaran Udara
9. Pencemaran Air
10. Kesehatan Masyarakat",0.3,0.9,0.2,0.3,0.4,0.2,0.1,0.1,0.2,0.0,0.3,0.7,0.7,0.4,0.3,0.2,0.3,2
PENDIDIKAN VOKASIONAL SENI KULINER,731,"Pendidikan Vokasional Seni Kuliner mencakup penyelenggaraan pendidikan yang bertujuan untuk melatih dan mengembangkan keahlian di bidang kuliner. Jurusan ini mengajarkan berbagai keterampilan praktis, mulai dari teknik memasak, presentasi hidangan, manajemen dapur, hingga pengelolaan bisnis kuliner.

Mahasiswa yang mengambil jurusan Pendidikan Vokasional Seni Kuliner akan belajar tentang berbagai jenis masakan tradisional maupun modern, bahan-bahan makanan yang digunakan, teknik memasak yang tepat, serta cara menyajikan hidangan dengan estetika yang menarik. Mereka juga akan diajarkan tentang prinsip-prinsip kebersihan, keamanan pangan, dan peraturan kesehatan yang berlaku di industri kuliner.

Selain itu, mahasiswa juga akan belajar tentang manajemen dapur, tata cara pengelolaan restoran atau usaha kuliner lainnya, serta strategi pemasaran dan promosi produk makanan. Dengan demikian, lulusan jurusan Pendidikan Vokasional Seni Kuliner akan siap untuk bekerja di berbagai industri kuliner, baik sebagai koki, chef, pengelola restoran, maupun pemilik usaha kuliner.","1. Patiseri
2. Teknik Dasar Masak
3. Kebersihan dan Keselamatan Pangan
4. Manajemen Dapur
5. Dessert Decoration
6. Food and Beverage Service
7. Pengelolaan Usaha Kuliner
8. Food Photography
9. Food Styling
10. Cuisine Techniques",0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.5,0.8,0.1,0.2,0.3,0.1,0.2,0.2,0.2,0.2,9
